번호,시도,시군구,상세주소,ap,위도,경도
28070,Gyeongsangbuk-do,Gumi-si,고아읍 원호리 445 1,SKT,36.14961,128.33111
28071,Gyeongsangbuk-do,Gumi-si,도개면 월림2길 102-1,SKT,36.30848383,128.3111912
28072,Gyeongsangbuk-do,Gumi-si,도개면 월림리 725,LGT,36.318412,128.311632
28073,Gyeongsangbuk-do,Gumi-si,도개면 월림4길 14-11,LGT,36.30926696,128.3323469
28074,Gyeongsangbuk-do,Gumi-si,도개면 월림1길 13,KT,36.3108811,128.3137728
28075,Gyeongsangbuk-do,Gumi-si,도개면 월림5길 42,SKT,36.3123673,128.3332246
28076,Gyeongsangbuk-do,Gumi-si,옥성면 주아리 965 19,KT,36.29603056,128.2788111
28077,Gyeongsangbuk-do,Gumi-si,인의동  38,KT,36.08927389,128.3692669
28078,Gyeongsangbuk-do,Gumi-si,인동15길 42,LGT,36.10423457,128.4290831
28079,Gyeongsangbuk-do,Gumi-si,인동15길 42,LGT,36.10423457,128.4290831
28080,Gyeongsangbuk-do,Gumi-si,인동15길 42,SKT,36.10423457,128.4290831
28081,Gyeongsangbuk-do,Gumi-si,인동15길 42,KT,36.10423457,128.4290831
28082,Gyeongsangbuk-do,Gumi-si,인동15길 42,KT,36.10423457,128.4290831
28083,Gyeongsangbuk-do,Gumi-si,인동15길 42,SKT,36.10423457,128.4290831
28084,Gyeongsangbuk-do,Gumi-si,인동15길 42,SKT,36.10423457,128.4290831
28085,Gyeongsangbuk-do,Gumi-si,Gyeongsangbuk-do 구미시 진평동 985-35 인동보건지소-보건지소-01-158,SKT,36.10601,128.41843
28086,Gyeongsangbuk-do,Gumi-si,Gyeongsangbuk-do 구미시 진평동 985-35 인동보건지소-보건지소-02-159,KT,36.10601,128.41843
28087,Gyeongsangbuk-do,Gumi-si,황상동 279-1,KT,36.1090484,128.4214853
28088,Gyeongsangbuk-do,Gumi-si,여헌로3길 34 (인의동),KT,36.1064746,128.422871
28089,Gyeongsangbuk-do,Gumi-si,여헌로3길 34 (인의동),KT,36.1064746,128.422871
28090,Gyeongsangbuk-do,Gumi-si,여헌로3길 34 (인의동),KT,36.1064746,128.422871
28091,Gyeongsangbuk-do,Gumi-si,여헌로3길 34 (인의동),KT,36.1064746,128.422871
28092,Gyeongsangbuk-do,Gumi-si,여헌로3길 34 (인의동),LGT,36.1064746,128.422871
28093,Gyeongsangbuk-do,Gumi-si,여헌로3길 34 (인의동),SKT,36.1064746,128.422871
28094,Gyeongsangbuk-do,Gumi-si,고아읍 문성리 1333 일원,KT,36.163811,128.3510586
28095,Gyeongsangbuk-do,Gumi-si,인의동 681-5 일원,KT,36.10085526,128.4262154
28096,Gyeongsangbuk-do,Gumi-si,임은동  371 4,SKT,36.08924889,128.3692331
28097,Gyeongsangbuk-do,Gumi-si,도량동 218,SKT,36.1428539,128.32007
28098,Gyeongsangbuk-do,Gumi-si,장천면 상장리 720 1,SKT,36.12590306,128.4950319
28099,Gyeongsangbuk-do,Gumi-si,장천면 상장리 942 90,LGT,36.12569111,128.4934431
28100,Gyeongsangbuk-do,Gumi-si,장천면 상장리 942 90,SKT,36.12748889,128.4924569
28101,Gyeongsangbuk-do,Gumi-si,장천면 상장리 942 90,SKT,36.12738111,128.4924458
28102,Gyeongsangbuk-do,Gumi-si,장천면 상장리 942 90,LGT,36.12738,128.4924839
28103,Gyeongsangbuk-do,Gumi-si,장천면 상장리 942 90,SKT,36.127385,128.4924889
28104,Gyeongsangbuk-do,Gumi-si,장천면 상장리 725,KT,36.12595306,128.4966411
28105,Gyeongsangbuk-do,Gumi-si,장천면 상장리 725,KT,36.12601194,128.4966514
28106,Gyeongsangbuk-do,Gumi-si,장천면 상장리 942 90,KT,36.12713889,128.4924369
28107,Gyeongsangbuk-do,Gumi-si,장천면 상장리 875 3,LGT,36.12736306,128.4943669
28108,Gyeongsangbuk-do,Gumi-si,산동읍 강동로 1032,SKT,36.16927965,128.4347726
28109,Gyeongsangbuk-do,Gumi-si,산호대로27길 10 (옥계동),SKT,36.1378,128.4175
28110,Gyeongsangbuk-do,Gumi-si,산호대로29길 13-17 (옥계동),KT,36.13776,128.4175
28111,Gyeongsangbuk-do,Gumi-si,옥계동 980,SKT,36.13605,128.4171
28112,Gyeongsangbuk-do,Gumi-si,구미중앙로 144 (원평동),KT,36.12623,128.3384
28113,Gyeongsangbuk-do,Gumi-si,사곡동 산12-1,LGT,36.1051094,128.354713
28114,Gyeongsangbuk-do,Gumi-si,사곡동 산385-1,LGT,36.1061806,128.352142
28115,Gyeongsangbuk-do,Gumi-si,원평동 산29-3,LGT,36.12301,128.3383
28116,Gyeongsangbuk-do,Gumi-si,산동읍 신당리 1697,SKT,36.1560016,128.435051
28117,Gyeongsangbuk-do,Gumi-si,1공단로9길 44 (공단동),LGT,36.10611,128.3821
28118,Gyeongsangbuk-do,Gumi-si,수출대로 116 (공단동),KT,36.11094,128.3768
28119,Gyeongsangbuk-do,Gumi-si,1공단로9길 30-12 (공단동),SKT,36.10427,128.382
28120,Gyeongsangbuk-do,Gumi-si,문장로 51 (도량동),KT,36.1379185,128.331972
28121,Gyeongsangbuk-do,Gumi-si,도량동 792-136,KT,36.1376286,128.332482
28122,Gyeongsangbuk-do,Gumi-si,수출대로 161-19 (공단동),SKT,36.1125,128.3835
28123,Gyeongsangbuk-do,Gumi-si,수출대로 168 (공단동),SKT,36.11197,128.3813
28124,Gyeongsangbuk-do,Gumi-si,구미중앙로 58 (원평동),SKT,36.12972,128.3296
28125,Gyeongsangbuk-do,Gumi-si,구미중앙로 51 (원평동),KT,36.13012,128.3284
28126,Gyeongsangbuk-do,Gumi-si,구미중앙로 62 (원평동),KT,36.13153,128.3249
28127,Gyeongsangbuk-do,Gumi-si,구미중앙로 63 (원평동),KT,36.12935,128.3295
28128,Gyeongsangbuk-do,Gumi-si,송원동로 67 (원평동),LGT,36.12274,128.3507
28129,Gyeongsangbuk-do,Gumi-si,원평동 1073-2,KT,36.12265,128.3509
28130,Gyeongsangbuk-do,Gumi-si,송정동 442,LGT,36.12119,128.3519
28131,Gyeongsangbuk-do,Gumi-si,문장로 154-1 (도량동),SKT,36.1471048,128.331166
28132,Gyeongsangbuk-do,Gumi-si,문장로 159 (도량동),KT,36.1472961,128.330445
28133,Gyeongsangbuk-do,Gumi-si,구평동 478-23,LGT,36.09293,128.4423
28134,Gyeongsangbuk-do,Gumi-si,인동45길 7 (구평동),LGT,36.09334,128.4393
28135,Gyeongsangbuk-do,Gumi-si,구평동 942,KT,36.09265,128.4462
28136,Gyeongsangbuk-do,Gumi-si,구평동 899-1,LGT,36.09225,128.4522
28137,Gyeongsangbuk-do,Gumi-si,문장로 125 (도량동),SKT,36.1447991,128.330579
28138,Gyeongsangbuk-do,Gumi-si,거의동 468,LGT,36.14255,128.395
28139,Gyeongsangbuk-do,Gumi-si,거의동 456-2,SKT,36.14305,128.3945
28140,Gyeongsangbuk-do,Gumi-si,구미중앙로 124 (원평동),SKT,36.12705,128.3357
28141,Gyeongsangbuk-do,Gumi-si,도량동 874,KT,36.1417494,128.331788
28142,Gyeongsangbuk-do,Gumi-si,송동로 147 (도량동),LGT,36.1458865,128.321816
28143,Gyeongsangbuk-do,Gumi-si,도봉로5길 13 (봉곡동),SKT,36.1427503,128.314947
28144,Gyeongsangbuk-do,Gumi-si,임수동 92,SKT,36.1107212,128.404133
28145,Gyeongsangbuk-do,Gumi-si,형곡동 227,KT,36.11643,128.3363
28146,Gyeongsangbuk-do,Gumi-si,상사동로28길 9 (사곡동),LGT,36.10094,128.3599
28147,Gyeongsangbuk-do,Gumi-si,산호대로 218 (공단동),KT,36.10165,128.3861
28148,Gyeongsangbuk-do,Gumi-si,산호대로 221 (공단동),KT,36.10359,128.385
28149,Gyeongsangbuk-do,Gumi-si,송선로 369 (선기동),KT,36.1386907,128.309486
28150,Gyeongsangbuk-do,Gumi-si,비산로 69 (비산동),LGT,36.1196796,128.379451
28151,Gyeongsangbuk-do,Gumi-si,신비로 81 (공단동),SKT,36.12034,128.3711
28152,Gyeongsangbuk-do,Gumi-si,구미대로30길 59 (공단동),LGT,36.12034,128.3712
28153,Gyeongsangbuk-do,Gumi-si,신비로 100 (공단동),KT,36.11954,128.3735
28154,Gyeongsangbuk-do,Gumi-si,상사서로 130 (사곡동),LGT,36.09376,128.3555
28155,Gyeongsangbuk-do,Gumi-si,상사서로 220 (사곡동),KT,36.10162,128.3575
28156,Gyeongsangbuk-do,Gumi-si,옥계북로 34 (옥계동),SKT,36.13839,128.421
28157,Gyeongsangbuk-do,Gumi-si,상모동 196,SKT,36.08853,128.3513
28158,Gyeongsangbuk-do,Gumi-si,상사서로 18 (상모동),SKT,36.08367,128.357
28159,Gyeongsangbuk-do,Gumi-si,상사서로 11 (상모동),SKT,36.0835,128.3571
28160,Gyeongsangbuk-do,Gumi-si,상사동로 70 (임은동),KT,36.09041,128.3586
28161,Gyeongsangbuk-do,Gumi-si,상모로 71 (상모동),KT,36.09101,128.3585
28162,Gyeongsangbuk-do,Gumi-si,송선로 406 (선기동),LGT,36.1366818,128.312567
28163,Gyeongsangbuk-do,Gumi-si,옥계2공단로 264-11 (구포동),KT,36.12858,128.4154
28164,Gyeongsangbuk-do,Gumi-si,옥계2공단로 260 (구포동),KT,36.12882,128.4159
28165,Gyeongsangbuk-do,Gumi-si,도량동 262-2,LGT,36.1385527,128.324175
28166,Gyeongsangbuk-do,Gumi-si,원평동 986,SKT,36.12444,128.3423
28167,Gyeongsangbuk-do,Gumi-si,1공단로 182 (공단동),KT,36.10191,128.383
28168,Gyeongsangbuk-do,Gumi-si,공단동 250-4,SKT,36.10216,128.3822
28169,Gyeongsangbuk-do,Gumi-si,형곡서로 21-1 (형곡동),KT,36.10401,128.3348
28170,Gyeongsangbuk-do,Gumi-si,형곡동로3길 8 (형곡동),LGT,36.10455,128.3349
28171,Gyeongsangbuk-do,Gumi-si,신동 356-1,LGT,36.09763,128.464
28172,Gyeongsangbuk-do,Gumi-si,공단동 329-76,SKT,36.11984,128.385
28173,Gyeongsangbuk-do,Gumi-si,흥안로 63 (옥계동),LGT,36.14766,128.4117
28174,Gyeongsangbuk-do,Gumi-si,산호대로27길 34 (옥계동),KT,36.13961,128.4183
28175,Gyeongsangbuk-do,Gumi-si,흥안로 43 (옥계동),SKT,36.14741,128.4138
28176,Gyeongsangbuk-do,Gumi-si,옥계동 912,KT,36.1433,128.4274
28177,Gyeongsangbuk-do,Gumi-si,옥계동 937,SKT,36.14036,128.4375
28178,Gyeongsangbuk-do,Gumi-si,옥계동 912-4,LGT,36.14212,128.424
28179,Gyeongsangbuk-do,Gumi-si,옥계동 934,LGT,36.13832,128.4333
28180,Gyeongsangbuk-do,Gumi-si,형곡로 74 (형곡동),LGT,36.1145,128.3323
28181,Gyeongsangbuk-do,Gumi-si,형곡로 73 (형곡동),KT,36.1145,128.3324
28182,Gyeongsangbuk-do,Gumi-si,원평동 1031,SKT,36.12499,128.3408
28183,Gyeongsangbuk-do,Gumi-si,구미중앙로 23 (원평동),SKT,36.13121,128.3258
28184,Gyeongsangbuk-do,Gumi-si,구미중앙로 14-1 (원평동),LGT,36.13168,128.3246
28185,Gyeongsangbuk-do,Gumi-si,구평동 480-7,KT,36.09441,128.4355
28186,Gyeongsangbuk-do,Gumi-si,인동가산로 19 (황상동),LGT,36.10702,128.419
28187,Gyeongsangbuk-do,Gumi-si,진평동 182,SKT,36.1000328,128.424724
28188,Gyeongsangbuk-do,Gumi-si,인동중앙로 33-3 (황상동),LGT,36.10805,128.4222
28189,Gyeongsangbuk-do,Gumi-si,인의동 790-25,KT,36.10775,128.4224
28190,Gyeongsangbuk-do,Gumi-si,여헌로 79 (인의동),LGT,36.10883,128.4256
28191,Gyeongsangbuk-do,Gumi-si,도봉로 62 (도량동),LGT,36.1403837,128.316926
28192,Gyeongsangbuk-do,Gumi-si,진평동 1044-2,KT,36.1039479,128.421169
28193,Gyeongsangbuk-do,Gumi-si,인의동 849-7,KT,36.10215,128.4234
28194,Gyeongsangbuk-do,Gumi-si,진평동 191,KT,36.0967662,128.428372
28195,Gyeongsangbuk-do,Gumi-si,인동북길 127 (인의동),LGT,36.09658,128.4288
28196,Gyeongsangbuk-do,Gumi-si,인의동 739,KT,36.09852,128.4263
28197,Gyeongsangbuk-do,Gumi-si,수출대로 48 (공단동),SKT,36.11039,128.3698
28198,Gyeongsangbuk-do,Gumi-si,산호대로 92 (공단동),KT,36.11156,128.3782
28199,Gyeongsangbuk-do,Gumi-si,송정동 429,LGT,36.12227,128.348
28200,Gyeongsangbuk-do,Gumi-si,원평동 1061,LGT,36.12248,128.3476
28201,Gyeongsangbuk-do,Gumi-si,공단동 256-25,LGT,36.10592,128.3851
28202,Gyeongsangbuk-do,Gumi-si,1공단로 217 (공단동),LGT,36.1062,128.3853
28203,Gyeongsangbuk-do,Gumi-si,형곡로 109 (형곡동),LGT,36.11152,128.3324
28204,Gyeongsangbuk-do,Gumi-si,수출대로3길 16 (공단동),KT,36.11107,128.3742
28205,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 (공단동),SKT,36.11781,128.3718
28206,Gyeongsangbuk-do,Gumi-si,송동로 117 (도량동),KT,36.1426057,128.32188
28207,Gyeongsangbuk-do,Gumi-si,봉곡남로 148 (봉곡동),KT,36.1507098,128.317923
28208,Gyeongsangbuk-do,Gumi-si,옥계북로 87 (옥계동),LGT,36.1381,128.4261
28209,Gyeongsangbuk-do,Gumi-si,신시로7길 7 (형곡동),KT,36.11196,128.3404
28210,Gyeongsangbuk-do,Gumi-si,신시로 54 (형곡동),LGT,36.11273,128.3392
28211,Gyeongsangbuk-do,Gumi-si,형곡로 138 (형곡동),LGT,36.10901,128.3323
28212,Gyeongsangbuk-do,Gumi-si,신시로22길 3-3,KT,36.11941,128.3375
28213,Gyeongsangbuk-do,Gumi-si,형곡동 75-3,LGT,36.11938,128.3384
28214,Gyeongsangbuk-do,Gumi-si,형곡로 196-1 (형곡동),SKT,36.10711,128.3375
28215,Gyeongsangbuk-do,Gumi-si,형곡로 156 (형곡동),KT,36.1075,128.3336
28216,Gyeongsangbuk-do,Gumi-si,형곡로25길 16 (형곡동),SKT,36.10773,128.3337
28217,Gyeongsangbuk-do,Gumi-si,신시로1길 10 (형곡동),KT,36.10854,128.3392
28218,Gyeongsangbuk-do,Gumi-si,형곡동로 6 (형곡동),SKT,36.1025,128.3361
28219,Gyeongsangbuk-do,Gumi-si,검성로 71 (황상동),LGT,36.11714,128.425
28220,Gyeongsangbuk-do,Gumi-si,인의동 802-2,LGT,36.11029,128.4255
28221,Gyeongsangbuk-do,Gumi-si,검성로 115-1 (황상동),LGT,36.11825,128.4284
28222,Gyeongsangbuk-do,Gumi-si,검성로 29 (황상동),LGT,36.11321,128.4246
28223,Gyeongsangbuk-do,Gumi-si,공단동 262-4 부광시장 주공매표소,SKT,36.09958777,128.385207
28224,Gyeongsangbuk-do,Gumi-si,원평동  117 20,SKT,36.13081306,128.3295639
28225,Gyeongsangbuk-do,Gumi-si,원평동  117 20,LGT,36.13060806,128.32987
28226,Gyeongsangbuk-do,Gumi-si,원평동  117 20,SKT,36.13052389,128.3299661
28227,Gyeongsangbuk-do,Gumi-si,원평동  117 20,KT,36.13042,128.3299289
28228,Gyeongsangbuk-do,Gumi-si,원평동  117 20,KT,36.130455,128.3298381
28229,Gyeongsangbuk-do,Gumi-si,원평동  117 20,LGT,36.13026111,128.3295561
28230,Gyeongsangbuk-do,Gumi-si,원평동  117 20,LGT,36.13023806,128.3306611
28231,Gyeongsangbuk-do,Gumi-si,원평동  117 20,KT,36.13006806,128.3296869
28232,Gyeongsangbuk-do,Gumi-si,산동읍 버스정류장번호 : 11071,SKT,36.161355,128.438744
28233,Gyeongsangbuk-do,Gumi-si,고아읍 문성리 1147 일원,SKT,36.1619348,128.3447007
28234,Gyeongsangbuk-do,Gumi-si,봉곡동 151-1,SKT,36.156027,128.307479
28235,Gyeongsangbuk-do,Gumi-si,진평동  985 35,SKT,36.10603111,128.4186069
28236,Gyeongsangbuk-do,Gumi-si,진평동 1041-1 일원,KT,36.10092562,128.422558
28237,Gyeongsangbuk-do,Gumi-si,구평동 431-1 일원,KT,36.09444995,128.4375032
28238,Gyeongsangbuk-do,Gumi-si,봉곡동 16 일원,LGT,36.14096621,128.3129073
28239,Gyeongsangbuk-do,Gumi-si,상사서로4길 10 (상모동),LGT,36.0872685,128.356177
28240,Gyeongsangbuk-do,Gumi-si,상사서로4길 10 (상모동),LGT,36.0872685,128.356177
28241,Gyeongsangbuk-do,Gumi-si,상사서로4길 10 (상모동),LGT,36.0872685,128.356177
28242,Gyeongsangbuk-do,Gumi-si,진평동 175-6 일원,LGT,36.094169,128.422974
28243,Gyeongsangbuk-do,Gumi-si,고아읍 원호리 424 일원,KT,36.151872,128.327296
28244,Gyeongsangbuk-do,Gumi-si,신평동 56-2 일원,KT,36.124982,128.362997
28245,Gyeongsangbuk-do,Gumi-si,송정동 3,LGT,36.1228629,128.3415924
28246,Gyeongsangbuk-do,Gumi-si,옥계동 619공,KT,36.1407959,128.4173363
28247,Gyeongsangbuk-do,Gumi-si,진평동 1056-1 일원,SKT,36.0908799,128.427657
28248,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),SKT,36.11810239,128.3731267
28249,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),KT,36.11810239,128.3731267
28250,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),SKT,36.11810239,128.3731267
28251,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),SKT,36.11810239,128.3731267
28252,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),SKT,36.11810239,128.3731267
28253,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),LGT,36.11810239,128.3731267
28254,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),SKT,36.11810239,128.3731267
28255,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),KT,36.11810239,128.3731267
28256,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),KT,36.11810239,128.3731267
28257,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),LGT,36.11810239,128.3731267
28258,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),LGT,36.11810239,128.3731267
28259,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),SKT,36.11810239,128.3731267
28260,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),SKT,36.11810239,128.3731267
28261,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),SKT,36.11810239,128.3731267
28262,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),LGT,36.11810239,128.3731267
28263,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),KT,36.11810239,128.3731267
28264,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),SKT,36.11810239,128.3731267
28265,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),SKT,36.11810239,128.3731267
28266,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),SKT,36.11810239,128.3731267
28267,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),SKT,36.11810239,128.3731267
28268,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),KT,36.11810239,128.3731267
28269,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),KT,36.11810239,128.3731267
28270,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),LGT,36.11810239,128.3731267
28271,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),SKT,36.11810239,128.3731267
28272,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),LGT,36.11810239,128.3731267
28273,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),KT,36.11810239,128.3731267
28274,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),LGT,36.11810239,128.3731267
28275,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),LGT,36.11810239,128.3731267
28276,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),KT,36.11810239,128.3731267
28277,Gyeongsangbuk-do,Gumi-si,수출대로3길 84 한국폴리텍ⅵ대학구미캠퍼스 (공단동),LGT,36.11810239,128.3731267
28278,Gyeongsangbuk-do,Gumi-si,인의동 838-1 일원,SKT,36.1044992,128.4219392
28279,Gyeongsangbuk-do,Gumi-si,옥계동 571공 일원,SKT,36.145825,128.4162273
28280,Gyeongsangbuk-do,Gumi-si,옥계동 798-1,SKT,36.137834,128.426452
28281,Gyeongsangbuk-do,Gumi-si,도량동 124,KT,36.14212,128.3238
28282,Gyeongsangbuk-do,Gumi-si,해평면 월호리 484-19 해평복지회관 1층 해평누리 작은도서관,KT,36.19804137,128.3919967
28283,Gyeongsangbuk-do,Gumi-si,해평면 월호리 464 8,LGT,36.19980111,128.391285
28284,Gyeongsangbuk-do,Gumi-si,해평면 월호리 484 19,KT,36.19804194,128.3920181
28285,Gyeongsangbuk-do,Gumi-si,해평면 월호리 484 19,SKT,36.19804194,128.3920181
28286,Gyeongsangbuk-do,Gumi-si,해평면 낙성리 58 22,LGT,36.19391889,128.3921769
28287,Gyeongsangbuk-do,Gumi-si,상모동 16-11공 일원,SKT,36.090821,128.353167
28288,Gyeongsangbuk-do,Gumi-si,형곡동 315-5 형곡2동 행정복지센터 3층,SKT,36.10634514,128.3355866
28289,Gyeongsangbuk-do,Gumi-si,형곡동 142 일원,LGT,36.113637,128.335544
28290,Gyeongsangbuk-do,Gumi-si,형곡로 186 (형곡동),LGT,36.1063246,128.336515
28291,Gyeongsangbuk-do,Gumi-si,형곡로 186 (형곡동),KT,36.1063246,128.336515
28292,Gyeongsangbuk-do,Gumi-si,형곡로 186 (형곡동),SKT,36.1063246,128.336515
28293,Gyeongsangbuk-do,Gumi-si,형곡로 186 (형곡동),SKT,36.1063246,128.336515
28294,Gyeongsangbuk-do,Gumi-si,형곡로 186 (형곡동),SKT,36.1063246,128.336515
28295,Gyeongsangbuk-do,Gumi-si,형곡로 186 (형곡동),SKT,36.1063246,128.336515
28296,Gyeongsangbuk-do,Gumi-si,형곡동 133-1공 일원,LGT,36.11486479,128.3315595
28297,Gyeongsangbuk-do,Gumi-si,송정동 38-4,SKT,36.121681,128.346169
28298,Gyeongsangbuk-do,Gumi-si,황상동 273-1 일원,LGT,36.112073,128.424011
28299,Gyeongsangbuk-do,Gumi-si,진평동 111-3 일원,KT,36.094814,128.425942
28300,Gyeongsangbuk-do,Gunwi-gun,군위읍 경북대로 4084,KT,36.2661231,128.574999
28301,Gyeongsangbuk-do,Gunwi-gun,군위읍 경북대로 4084,LGT,36.2661231,128.574999
28302,Gyeongsangbuk-do,Gunwi-gun,군위읍 내량리 67 5,SKT,36.26643389,128.5748889
28303,Gyeongsangbuk-do,Gunwi-gun,군위읍 내량리 67 5,KT,36.26650194,128.57484
28304,Gyeongsangbuk-do,Gunwi-gun,군위읍 내량리 67 5,LGT,36.26665306,128.574965
28305,Gyeongsangbuk-do,Gunwi-gun,군위읍 경북대로 4082,LGT,36.2656643,128.576699
28306,Gyeongsangbuk-do,Gunwi-gun,군위읍 경북대로 4082,KT,36.2656643,128.576699
28307,Gyeongsangbuk-do,Gunwi-gun,군위읍 오곡리 339,LGT,36.26536389,128.5768389
28308,Gyeongsangbuk-do,Gunwi-gun,군위읍 오곡리 339,SKT,36.26533111,128.5769781
28309,Gyeongsangbuk-do,Gunwi-gun,군위읍 내량리 68 8,SKT,36.26529389,128.5768239
28310,Gyeongsangbuk-do,Gunwi-gun,군위읍 오곡리 339,KT,36.26519694,128.576795
28311,Gyeongsangbuk-do,Gunwi-gun,군위읍 군청로 204,LGT,36.2429925,128.574006
28312,Gyeongsangbuk-do,Gunwi-gun,군위읍 군청로 204,SKT,36.2429925,128.574006
28313,Gyeongsangbuk-do,Gunwi-gun,군위읍 군청로 204,LGT,36.2429925,128.574006
28314,Gyeongsangbuk-do,Gunwi-gun,Gyeongsangbuk-do 군위군 고로면 학성리 407-0 군위댐-일연공원-옥상-234,LGT,36.12216,128.79404
28315,Gyeongsangbuk-do,Gunwi-gun,Gyeongsangbuk-do 군위군 고로면 학성리 407-0 군위댐-일연공원-옥상-235,KT,36.12216,128.79404
28316,Gyeongsangbuk-do,Gunwi-gun,Gyeongsangbuk-do 군위군 고로면 학성리 407-0 군위댐-일연공원-옥상-236,KT,36.12216,128.79404
28317,Gyeongsangbuk-do,Gunwi-gun,군위읍 동서5길 28,KT,36.23873056,128.5687111
28318,Gyeongsangbuk-do,Gunwi-gun,군위읍 동서5길 28,KT,36.23913005,128.5682033
28319,Gyeongsangbuk-do,Gunwi-gun,군위읍 동서5길 28,KT,36.23851111,128.5685278
28320,Gyeongsangbuk-do,Gunwi-gun,군위읍 동서5길 28,LGT,36.2390073,128.568682
28321,Gyeongsangbuk-do,Gunwi-gun,군위읍 군청로 175,LGT,36.2394665,128.572545
28322,Gyeongsangbuk-do,Gunwi-gun,군위읍 군청로 175,KT,36.2394665,128.572545
28323,Gyeongsangbuk-do,Gunwi-gun,군위읍 군청로 175,KT,36.2394665,128.572545
28324,Gyeongsangbuk-do,Gunwi-gun,Gyeongsangbuk-do 군위군 군위읍 서부리 56-1 우정사업본부-군위우체국-01-48,LGT,36.23566,128.56692
28325,Gyeongsangbuk-do,Gunwi-gun,Gyeongsangbuk-do 군위군 군위읍 서부리 56-1 우정사업본부-군위우체국-01-49,SKT,36.23566,128.56692
28326,Gyeongsangbuk-do,Gunwi-gun,의흥면 읍내길 89-32,LGT,36.1747406,128.722022
28327,Gyeongsangbuk-do,Gunwi-gun,삼국유사면 화북3길 3-24,LGT,36.1427264,128.779709
28328,Gyeongsangbuk-do,Gunwi-gun,군위읍 중앙5길 12-8,SKT,36.2389531,128.566801
28329,Gyeongsangbuk-do,Gunwi-gun,Gyeongsangbuk-do 군위군 고로면 학성리 407-0 한국수자원공사-군위댐-옥상-231,LGT,36.12216,128.79404
28330,Gyeongsangbuk-do,Gunwi-gun,Gyeongsangbuk-do 군위군 고로면 학성리 407-0 한국수자원공사-군위댐-옥상-232,KT,36.12216,128.79404
28331,Gyeongsangbuk-do,Gimcheon-si,농소면 월곡리 산89-1,SKT,36.105149,128.173042
